"","col","d14"
"AT1G03830",8.64091386305016,5.12591818009401
"AT1G03860",82.0886816989765,66.6369363412221
"AT1G03870",43.2045693152508,56.3850999810341
"AT1G03900",34.5636554522006,56.3850999810341
"AT1G03910",17.2818277261003,56.3850999810341
"AT1G03930",21.6022846576254,15.377754540282
"AT1G03950",21.6022846576254,5.12591818009401
"AT1G03970",30.2431985206755,30.7555090805641
"AT1G04010",8.64091386305016,10.251836360188
"AT1G04020",25.9227415891505,15.377754540282
"AT1G04040",82.0886816989765,143.525709042632
"AT1G04050",4.32045693152508,5.12591818009401
"AT1G04070",4.32045693152508,5.12591818009401
"AT1G04080",51.8454831783009,87.1406090615982
"AT1G04110",4.32045693152508,15.377754540282
"AT1G04120",47.5250262467759,46.1332636208461
"AT1G04140",77.7682247674514,25.62959090047
"AT1G04160",17.2818277261003,10.251836360188
"AT1G04170",181.459191124053,102.51836360188
"AT1G04190",25.9227415891505,10.251836360188
"AT1G04200",21.6022846576254,10.251836360188
"AT1G04210",17.2818277261003,30.7555090805641
"AT1G04220",12.9613707945752,10.251836360188
"AT1G04230",8.64091386305016,10.251836360188
"AT1G04240",17.2818277261003,25.62959090047
"AT1G04250",21.6022846576254,25.62959090047
"AT1G04270",228.984217370829,158.903463582914
"AT1G04280",12.9613707945752,10.251836360188
"AT1G04290",8.64091386305016,15.377754540282
"AT1G04300",43.2045693152508,30.7555090805641
"AT1G04310",4.32045693152508,5.12591818009401
"AT1G04340",8.64091386305016,25.62959090047
"AT1G04350",17.2818277261003,20.503672720376
"AT1G04400",112.331880219652,92.2665272416922
"AT1G04410",786.323161537564,763.761808834007
"AT1G04420",73.4477678359263,164.029381763008
"AT1G04430",146.895535671853,123.022036322256
"AT1G04440",21.6022846576254,15.377754540282
"AT1G04480",51.8454831783009,61.5110181611281
"AT1G04510",51.8454831783009,35.8814272606581
"AT1G04530",60.4863970413511,76.8887727014101
"AT1G04550",17.2818277261003,35.8814272606581
"AT1G04555",4.32045693152508,5.12591818009401
"AT1G04620",56.165940109826,71.7628545213161
"AT1G04630",38.8841123837257,25.62959090047
"AT1G04640",38.8841123837257,61.5110181611281
"AT1G04660",12.9613707945752,15.377754540282
"AT1G04680",250.586502028455,148.651627222726
"AT1G04690",120.972794082702,107.644281781974
"AT1G04710",17.2818277261003,10.251836360188
"AT1G04730",12.9613707945752,20.503672720376
"AT1G04750",99.3705094250768,56.3850999810341
"AT1G04770",21.6022846576254,15.377754540282
"AT1G04780",21.6022846576254,30.7555090805641
"AT1G04790",12.9613707945752,20.503672720376
"AT1G04800",51.8454831783009,143.525709042632
"AT1G04810",64.8068539728762,82.0146908815042
"AT1G04820",95.0500524935517,92.2665272416922
"AT1G04850",108.011423288127,158.903463582914
"AT1G04860",21.6022846576254,5.12591818009401
"AT1G04870",21.6022846576254,15.377754540282
"AT1G04910",34.5636554522006,35.8814272606581
"AT1G04920",8.64091386305016,5.12591818009401
"AT1G04950",12.9613707945752,10.251836360188
"AT1G04960",12.9613707945752,10.251836360188
"AT1G04970",8.64091386305016,30.7555090805641
"AT1G04980",25.9227415891505,41.0073454407521
"AT1G04985",12.9613707945752,20.503672720376
"AT1G04990",21.6022846576254,51.2591818009401
"AT1G05010",717.195850633163,1009.80588147852
"AT1G05030",25.9227415891505,10.251836360188
"AT1G05055",4.32045693152508,10.251836360188
"AT1G05060",12.9613707945752,10.251836360188
"AT1G05070",8.64091386305016,5.12591818009401
"AT1G05120",25.9227415891505,25.62959090047
"AT1G05140",25.9227415891505,56.3850999810341
"AT1G05150",64.8068539728762,41.0073454407521
"AT1G05170",12.9613707945752,20.503672720376
"AT1G05180",43.2045693152508,41.0073454407521
"AT1G05190",272.18878668608,394.695699867239
"AT1G05200",8.64091386305016,10.251836360188
"AT1G05210",8.64091386305016,15.377754540282
"AT1G05230",17.2818277261003,15.377754540282
"AT1G05270",25.9227415891505,25.62959090047
"AT1G05300",25.9227415891505,15.377754540282
"AT1G05310",4.32045693152508,5.12591818009401
"AT1G05320",21.6022846576254,20.503672720376
"AT1G05350",25.9227415891505,25.62959090047
"AT1G05380",34.5636554522006,30.7555090805641
"AT1G05385",8.64091386305016,5.12591818009401
"AT1G05410",12.9613707945752,5.12591818009401
"AT1G05430",4.32045693152508,35.8814272606581
"AT1G05460",12.9613707945752,15.377754540282
"AT1G05490",4.32045693152508,10.251836360188
"AT1G05500",21.6022846576254,35.8814272606581
"AT1G05520",73.4477678359263,71.7628545213161
"AT1G05560",43.2045693152508,92.2665272416922
"AT1G05570",90.7295955620266,25.62959090047
"AT1G05590",25.9227415891505,35.8814272606581
"AT1G05620",17.2818277261003,5.12591818009401
"AT1G05630",25.9227415891505,15.377754540282
"AT1G05640",4.32045693152508,10.251836360188
"AT1G05710",12.9613707945752,5.12591818009401
"AT1G05720",25.9227415891505,15.377754540282
"AT1G05780",4.32045693152508,5.12591818009401
"AT1G05805",8.64091386305016,5.12591818009401
"AT1G05810",4.32045693152508,5.12591818009401
"AT1G05835",8.64091386305016,15.377754540282
"AT1G05840",12.9613707945752,15.377754540282
"AT1G05850",695.593565975538,733.006299753443
"AT1G05860",12.9613707945752,5.12591818009401
"AT1G05870",12.9613707945752,5.12591818009401
"AT1G05890",21.6022846576254,15.377754540282
"AT1G05900",8.64091386305016,5.12591818009401
"AT1G05910",17.2818277261003,10.251836360188
"AT1G05940",43.2045693152508,10.251836360188
"AT1G05960",34.5636554522006,15.377754540282
"AT1G05970",4.32045693152508,15.377754540282
"AT1G06000",86.4091386305016,61.5110181611281
"AT1G06040",95.0500524935517,56.3850999810341
"AT1G06060",8.64091386305016,15.377754540282
"AT1G06070",17.2818277261003,15.377754540282
"AT1G06090",8.64091386305016,5.12591818009401
"AT1G06110",17.2818277261003,5.12591818009401
"AT1G06130",17.2818277261003,25.62959090047
"AT1G06143",4.32045693152508,5.12591818009401
"AT1G06150",4.32045693152508,10.251836360188
"AT1G06160",21.6022846576254,25.62959090047
"AT1G06190",51.8454831783009,76.8887727014101
"AT1G06200",73.4477678359263,61.5110181611281
"AT1G06210",38.8841123837257,46.1332636208461
"AT1G06220",43.2045693152508,51.2591818009401
"AT1G06230",30.2431985206755,46.1332636208461
"AT1G06240",12.9613707945752,15.377754540282
"AT1G06290",90.7295955620266,82.0146908815042
"AT1G06350",30.2431985206755,35.8814272606581
"AT1G06360",17.2818277261003,46.1332636208461
"AT1G06390",8.64091386305016,25.62959090047
"AT1G06400",38.8841123837257,87.1406090615982
"AT1G06410",95.0500524935517,71.7628545213161
"AT1G06430",120.972794082702,107.644281781974
"AT1G06460",254.90695895998,169.155299943102
"AT1G06470",17.2818277261003,25.62959090047
"AT1G06500",4.32045693152508,5.12591818009401
"AT1G06530",82.0886816989765,138.399790862538
"AT1G06550",4.32045693152508,20.503672720376
"AT1G06570",12.9613707945752,5.12591818009401
"AT1G06620",4.32045693152508,5.12591818009401
"AT1G06630",4.32045693152508,10.251836360188
"AT1G06640",34.5636554522006,20.503672720376
"AT1G06650",47.5250262467759,15.377754540282
"AT1G06670",60.4863970413511,56.3850999810341
"AT1G06680",2639.79918516182,1788.94544485281
"AT1G06690",34.5636554522006,66.6369363412221
"AT1G06700",25.9227415891505,46.1332636208461
"AT1G06720",38.8841123837257,30.7555090805641
"AT1G06730",30.2431985206755,15.377754540282
"AT1G06760",211.702389644729,205.03672720376
"AT1G06770",4.32045693152508,5.12591818009401
"AT1G06780",4.32045693152508,5.12591818009401
"AT1G06790",8.64091386305016,5.12591818009401
"AT1G06820",43.2045693152508,46.1332636208461
"AT1G06830",4.32045693152508,10.251836360188
"AT1G06840",4.32045693152508,20.503672720376
"AT1G06890",30.2431985206755,61.5110181611281
"AT1G06900",47.5250262467759,30.7555090805641
"AT1G06910",4.32045693152508,5.12591818009401
"AT1G06950",367.238839179632,225.540399924136
"AT1G07000",17.2818277261003,15.377754540282
"AT1G07010",21.6022846576254,35.8814272606581
"AT1G07020",12.9613707945752,25.62959090047
"AT1G07040",25.9227415891505,25.62959090047
"AT1G07050",12.9613707945752,76.8887727014101
"AT1G07070",8.64091386305016,46.1332636208461
"AT1G07080",146.895535671853,87.1406090615982
"AT1G07110",38.8841123837257,46.1332636208461
"AT1G07140",198.741018850154,117.896118142162
"AT1G07210",17.2818277261003,30.7555090805641
"AT1G07230",64.8068539728762,51.2591818009401
"AT1G07240",12.9613707945752,30.7555090805641
"AT1G07250",8.64091386305016,25.62959090047
"AT1G07280",108.011423288127,87.1406090615982
"AT1G07310",43.2045693152508,35.8814272606581
"AT1G07320",341.316097590481,302.429172625547
"AT1G07350",4.32045693152508,10.251836360188
"AT1G07360",34.5636554522006,25.62959090047
"AT1G07370",12.9613707945752,20.503672720376
"AT1G07380",21.6022846576254,15.377754540282
"AT1G07390",12.9613707945752,5.12591818009401
"AT1G07400",12.9613707945752,5.12591818009401
"AT1G07420",21.6022846576254,15.377754540282
"AT1G07440",73.4477678359263,92.2665272416922
"AT1G07470",4.32045693152508,5.12591818009401
"AT1G07480",8.64091386305016,10.251836360188
"AT1G07510",34.5636554522006,51.2591818009401
"AT1G07530",12.9613707945752,20.503672720376
"AT1G07600",56.165940109826,15.377754540282
"AT1G07630",12.9613707945752,25.62959090047
"AT1G07640",25.9227415891505,5.12591818009401
"AT1G07650",69.1273109044013,66.6369363412221
"AT1G07670",60.4863970413511,56.3850999810341
"AT1G07700",8.64091386305016,15.377754540282
"AT1G07705",43.2045693152508,46.1332636208461
"AT1G07720",60.4863970413511,133.273872682444
"AT1G07750",64.8068539728762,66.6369363412221
"AT1G07770",99.3705094250768,35.8814272606581
"AT1G07790",25.9227415891505,46.1332636208461
"AT1G07810",43.2045693152508,35.8814272606581
"AT1G07820",12.9613707945752,10.251836360188
"AT1G07840",17.2818277261003,30.7555090805641
"AT1G07870",4.32045693152508,10.251836360188
"AT1G07890",747.439049153839,671.495281592315
"AT1G07910",17.2818277261003,25.62959090047
"AT1G07920",56.165940109826,20.503672720376
"AT1G07930",172.818277261003,164.029381763008
"AT1G07940",51.8454831783009,20.503672720376
"AT1G07950",8.64091386305016,5.12591818009401
"AT1G07960",12.9613707945752,20.503672720376
"AT1G07970",21.6022846576254,10.251836360188
"AT1G07980",4.32045693152508,5.12591818009401
"AT1G07990",51.8454831783009,35.8814272606581
"AT1G08010",8.64091386305016,10.251836360188
"AT1G08040",25.9227415891505,35.8814272606581
"AT1G08050",8.64091386305016,15.377754540282
"AT1G08060",43.2045693152508,30.7555090805641
"AT1G08110",95.0500524935517,117.896118142162
"AT1G08125",12.9613707945752,25.62959090047
"AT1G08130",34.5636554522006,46.1332636208461
"AT1G08190",17.2818277261003,10.251836360188
"AT1G08200",224.663760439304,199.910809023666
"AT1G08250",21.6022846576254,20.503672720376
"AT1G08260",8.64091386305016,15.377754540282
"AT1G08315",8.64091386305016,5.12591818009401
"AT1G08360",159.856906466428,164.029381763008
"AT1G08370",17.2818277261003,20.503672720376
"AT1G08380",1214.04839775855,1676.17524489074
"AT1G08400",8.64091386305016,5.12591818009401
"AT1G08410",21.6022846576254,15.377754540282
"AT1G08420",73.4477678359263,35.8814272606581
"AT1G08440",4.32045693152508,5.12591818009401
"AT1G08450",319.713812932856,148.651627222726
"AT1G08460",51.8454831783009,15.377754540282
"AT1G08465",4.32045693152508,5.12591818009401
"AT1G08470",34.5636554522006,61.5110181611281
"AT1G08480",56.165940109826,51.2591818009401
"AT1G08490",30.2431985206755,30.7555090805641
"AT1G08510",211.702389644729,266.547745364888
"AT1G08520",259.227415891505,194.784890843572
"AT1G08540",129.613707945752,143.525709042632
"AT1G08550",64.8068539728762,102.51836360188
"AT1G08560",38.8841123837257,61.5110181611281
"AT1G08570",30.2431985206755,46.1332636208461
"AT1G08600",4.32045693152508,15.377754540282
"AT1G08620",17.2818277261003,25.62959090047
"AT1G08640",51.8454831783009,25.62959090047
"AT1G08650",51.8454831783009,35.8814272606581
"AT1G08660",38.8841123837257,10.251836360188
"AT1G08680",30.2431985206755,51.2591818009401
"AT1G08700",8.64091386305016,15.377754540282
"AT1G08720",12.9613707945752,35.8814272606581
"AT1G08750",4.32045693152508,5.12591818009401
"AT1G08760",21.6022846576254,15.377754540282
"AT1G08770",8.64091386305016,20.503672720376
"AT1G08780",12.9613707945752,5.12591818009401
"AT1G08800",8.64091386305016,35.8814272606581
"AT1G08820",43.2045693152508,56.3850999810341
"AT1G08830",220.343303507779,153.77754540282
"AT1G08880",60.4863970413511,56.3850999810341
"AT1G08900",17.2818277261003,15.377754540282
"AT1G08920",21.6022846576254,25.62959090047
"AT1G08930",164.177363397953,199.910809023666
"AT1G08940",12.9613707945752,10.251836360188
"AT1G08960",8.64091386305016,5.12591818009401
"AT1G08970",38.8841123837257,35.8814272606581
"AT1G08980",38.8841123837257,71.7628545213161
"AT1G09010",51.8454831783009,30.7555090805641
"AT1G09020",34.5636554522006,35.8814272606581
"AT1G09060",30.2431985206755,10.251836360188
"AT1G09070",125.293251014227,158.903463582914
"AT1G09080",12.9613707945752,15.377754540282
"AT1G09100",38.8841123837257,51.2591818009401
"AT1G09130",177.138734192528,148.651627222726
"AT1G09140",21.6022846576254,30.7555090805641
"AT1G09150",25.9227415891505,30.7555090805641
"AT1G09160",17.2818277261003,5.12591818009401
"AT1G09190",8.64091386305016,10.251836360188
"AT1G09200",82.0886816989765,30.7555090805641
"AT1G09210",267.868329754555,287.051418085265
"AT1G09230",12.9613707945752,5.12591818009401
"AT1G09240",4.32045693152508,10.251836360188
"AT1G09250",17.2818277261003,15.377754540282
"AT1G09270",77.7682247674514,82.0146908815042
"AT1G09290",4.32045693152508,10.251836360188
"AT1G09310",652.388996660287,927.791190597016
"AT1G09320",4.32045693152508,10.251836360188
"AT1G09330",30.2431985206755,46.1332636208461
"AT1G09340",769.041333811464,640.739772511751
"AT1G09390",8.64091386305016,20.503672720376
"AT1G09430",60.4863970413511,128.14795450235
"AT1G09440",8.64091386305016,35.8814272606581
"AT1G09490",21.6022846576254,35.8814272606581
"AT1G09500",8.64091386305016,15.377754540282
"AT1G09530",21.6022846576254,15.377754540282
"AT1G09560",30.2431985206755,15.377754540282
"AT1G09570",73.4477678359263,20.503672720376
"AT1G09580",12.9613707945752,15.377754540282
"AT1G09590",77.7682247674514,51.2591818009401
"AT1G09620",129.613707945752,199.910809023666
"AT1G09630",34.5636554522006,30.7555090805641
"AT1G09640",332.675183727431,353.688354426487
"AT1G09645",4.32045693152508,10.251836360188
"AT1G09660",8.64091386305016,20.503672720376
"AT1G09690",146.895535671853,107.644281781974
"AT1G09730",43.2045693152508,25.62959090047
"AT1G09740",8.64091386305016,10.251836360188
"AT1G09750",237.625131233879,128.14795450235
"AT1G09770",90.7295955620266,97.3924454217862
"AT1G09780",285.150157480655,261.421827184794
"AT1G09795",133.934164877277,25.62959090047
"AT1G09810",17.2818277261003,15.377754540282
"AT1G09815",17.2818277261003,15.377754540282
"AT1G09830",21.6022846576254,35.8814272606581
"AT1G09840",8.64091386305016,10.251836360188
"AT1G09850",60.4863970413511,61.5110181611281
"AT1G09870",51.8454831783009,76.8887727014101
"AT1G09890",4.32045693152508,5.12591818009401
"AT1G09900",21.6022846576254,30.7555090805641
"AT1G09910",8.64091386305016,15.377754540282
"AT1G09920",4.32045693152508,35.8814272606581
"AT1G09932",17.2818277261003,10.251836360188
"AT1G09940",21.6022846576254,25.62959090047
"AT1G09960",4.32045693152508,10.251836360188
"AT1G09970",155.536449534903,158.903463582914
"AT1G09980",4.32045693152508,10.251836360188
"AT1G10020",21.6022846576254,20.503672720376
"AT1G10030",4.32045693152508,5.12591818009401
"AT1G10050",4.32045693152508,15.377754540282
"AT1G10060",8.64091386305016,20.503672720376
"AT1G10070",8.64091386305016,15.377754540282
"AT1G10090",25.9227415891505,10.251836360188
"AT1G10095",4.32045693152508,5.12591818009401
"AT1G10120",8.64091386305016,10.251836360188
"AT1G10130",25.9227415891505,30.7555090805641
"AT1G10140",12.9613707945752,15.377754540282
"AT1G10150",17.2818277261003,10.251836360188
"AT1G10170",30.2431985206755,20.503672720376
"AT1G10200",82.0886816989765,56.3850999810341
"AT1G10210",17.2818277261003,5.12591818009401
"AT1G10230",8.64091386305016,10.251836360188
"AT1G10240",4.32045693152508,10.251836360188
"AT1G10270",43.2045693152508,41.0073454407521
"AT1G10290",138.254621808803,153.77754540282
"AT1G10310",30.2431985206755,15.377754540282
"AT1G10340",4.32045693152508,20.503672720376
"AT1G10360",12.9613707945752,15.377754540282
"AT1G10370",8.64091386305016,20.503672720376
"AT1G10390",95.0500524935517,87.1406090615982
"AT1G10410",25.9227415891505,25.62959090047
"AT1G10430",8.64091386305016,25.62959090047
"AT1G10450",25.9227415891505,35.8814272606581
"AT1G10470",38.8841123837257,35.8814272606581
"AT1G10490",21.6022846576254,20.503672720376
"AT1G10500",82.0886816989765,112.770199962068
"AT1G10510",64.8068539728762,71.7628545213161
"AT1G10522",21.6022846576254,30.7555090805641
"AT1G10570",17.2818277261003,15.377754540282
"AT1G10580",77.7682247674514,87.1406090615982
"AT1G10590",108.011423288127,71.7628545213161
"AT1G10630",43.2045693152508,30.7555090805641
"AT1G10640",47.5250262467759,41.0073454407521
"AT1G10650",8.64091386305016,10.251836360188
"AT1G10660",8.64091386305016,15.377754540282
"AT1G10670",190.100104987103,189.658972663478
"AT1G10700",4.32045693152508,25.62959090047
"AT1G10740",30.2431985206755,10.251836360188
"AT1G10750",8.64091386305016,10.251836360188
"AT1G10760",466.609348604708,558.725081630247
"AT1G10830",30.2431985206755,46.1332636208461
"AT1G10840",82.0886816989765,51.2591818009401
"AT1G10850",4.32045693152508,5.12591818009401
"AT1G10870",12.9613707945752,25.62959090047
"AT1G10910",30.2431985206755,15.377754540282
"AT1G10930",12.9613707945752,10.251836360188
"AT1G10940",51.8454831783009,41.0073454407521
"AT1G10950",285.150157480655,256.2959090047
"AT1G10960",185.779648055578,358.814272606581
"AT1G10970",8.64091386305016,10.251836360188
"AT1G11000",4.32045693152508,5.12591818009401
"AT1G11020",4.32045693152508,15.377754540282
"AT1G11050",8.64091386305016,25.62959090047
"AT1G11080",21.6022846576254,20.503672720376
"AT1G11090",12.9613707945752,5.12591818009401
"AT1G11130",34.5636554522006,56.3850999810341
"AT1G11180",8.64091386305016,15.377754540282
"AT1G11200",12.9613707945752,25.62959090047
"AT1G11210",21.6022846576254,15.377754540282
"AT1G11240",8.64091386305016,20.503672720376
"AT1G11260",77.7682247674514,107.644281781974
"AT1G11270",4.32045693152508,5.12591818009401
"AT1G11280",21.6022846576254,10.251836360188
"AT1G11303",17.2818277261003,5.12591818009401
"AT1G11310",237.625131233879,169.155299943102
"AT1G11330",125.293251014227,51.2591818009401
"AT1G11350",99.3705094250768,112.770199962068
"AT1G11360",17.2818277261003,30.7555090805641
"AT1G11410",17.2818277261003,20.503672720376
"AT1G11420",4.32045693152508,5.12591818009401
"AT1G11430",90.7295955620266,112.770199962068
"AT1G11475",30.2431985206755,20.503672720376
"AT1G11480",47.5250262467759,56.3850999810341
"AT1G11530",17.2818277261003,15.377754540282
"AT1G11580",73.4477678359263,97.3924454217862
"AT1G11600",21.6022846576254,5.12591818009401
"AT1G11650",358.597925316581,348.562436246393
"AT1G11660",56.165940109826,76.8887727014101
"AT1G11680",129.613707945752,51.2591818009401
"AT1G11700",8.64091386305016,20.503672720376
"AT1G11720",43.2045693152508,56.3850999810341
"AT1G11750",64.8068539728762,117.896118142162
"AT1G11755",4.32045693152508,5.12591818009401
"AT1G11760",4.32045693152508,15.377754540282
"AT1G11770",4.32045693152508,5.12591818009401
"AT1G11790",8.64091386305016,10.251836360188
"AT1G11820",4.32045693152508,10.251836360188
"AT1G11840",319.713812932856,276.799581725077
"AT1G11850",69.1273109044013,66.6369363412221
"AT1G11860",1447.3530720609,1753.06401759215
"AT1G11870",21.6022846576254,30.7555090805641
"AT1G11880",4.32045693152508,15.377754540282
"AT1G11890",25.9227415891505,46.1332636208461
"AT1G11905",8.64091386305016,10.251836360188
"AT1G11910",859.770929373491,733.006299753443
"AT1G11930",34.5636554522006,46.1332636208461
"AT1G11950",12.9613707945752,10.251836360188
"AT1G11960",38.8841123837257,25.62959090047
"AT1G12000",164.177363397953,251.169990824606
"AT1G12050",73.4477678359263,117.896118142162
"AT1G12080",30.2431985206755,82.0146908815042
"AT1G12090",216.022846576254,112.770199962068
"AT1G12110",82.0886816989765,174.281218123196
"AT1G12120",17.2818277261003,5.12591818009401
"AT1G12140",38.8841123837257,25.62959090047
"AT1G12200",17.2818277261003,15.377754540282
"AT1G12210",4.32045693152508,10.251836360188
"AT1G12220",51.8454831783009,20.503672720376
"AT1G12230",90.7295955620266,76.8887727014101
"AT1G12240",190.100104987103,215.288563563948
"AT1G12250",43.2045693152508,61.5110181611281
"AT1G12260",21.6022846576254,5.12591818009401
"AT1G12270",90.7295955620266,56.3850999810341
"AT1G12280",34.5636554522006,30.7555090805641
"AT1G12310",51.8454831783009,61.5110181611281
"AT1G12320",4.32045693152508,15.377754540282
"AT1G12330",17.2818277261003,25.62959090047
"AT1G12350",17.2818277261003,5.12591818009401
"AT1G12360",34.5636554522006,41.0073454407521
"AT1G12370",8.64091386305016,15.377754540282
"AT1G12380",30.2431985206755,15.377754540282
"AT1G12400",4.32045693152508,5.12591818009401
"AT1G12410",133.934164877277,246.044072644512
