mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust	colorscale	category
ENSMUSG00000008305	0.323925007456363	0.487424877132788	0.205969469339017	0.988931320406725	0.364550720981446	0.528053755048175	0.162416428564832	0.857069962748308	0.205969469339017	0.988931320406725	0.999649727857858	0.000416631240307838	stable
ENSMUSG00000032316	0.25887406899005	0.263282644243953	0	0.98888705725256	-0.396534660493787	-0.392123478081214	0	0.982819617831997	0	0.98888705725256	0.999649727857858	0.000418319105268849	stable
ENSMUSG00000028780	-1.58037885632249	-0.424875210703878	0.267823326972589	0.98857120530729	1.88903862041141	3.04454861826295	1.15493001989313	0.0664630454478805	0.267823326972589	0.98857120530729	0.999649727857858	0.000430365524722773	transcription_only
ENSMUSG00000000631	0.581277679253079	0.580323814944837	0	0.91916710963789	0.892180028695065	0.891228204488076	0	0.988495208942298	0	0.988495208942298	0.999649727857858	0.00043326455872302	stable
ENSMUSG00000030677	-0.44922058784745	-0.250927989383937	0.254652945544009	0.988407793527033	1.78539214829304	1.9836906382247	0.200183168067384	0.752152713239374	0.254652945544009	0.988407793527033	0.999649727857858	0.000436599470977172	stable
ENSMUSG00000030595	-0.133920889420716	-0.156375420293154	0	0.988184843590085	-3.07555023833958	-3.09800395130978	-0.0358583120249953	0.95927788169669	0	0.988184843590085	0.999649727857858	0.000445106382770345	stable
ENSMUSG00000055866	0.537843588060101	0.449256210568258	-0.118006593971465	0.988118155409312	-3.25913604594882	-3.347719457753	-0.118807390802608	0.933339558961969	-0.118006593971465	0.988118155409312	0.999649727857858	0.000447651320075751	stable
ENSMUSG00000032440	-0.163634502277676	-0.0676628298924336	0.171267238911298	0.987871820796653	1.03411508890807	1.13009015806566	0.102085986262893	0.890909939216674	0.171267238911298	0.987871820796653	0.999649727857858	0.000457053367804243	stable
ENSMUSG00000002870	-0.336645903865989	-0.333376336048327	0	0.974445609101643	1.18201816247037	1.18529119719746	0	0.987666918049688	0	0.987666918049688	0.999649727857858	0.000464875839118073	stable
ENSMUSG00000033909	-0.282769200658364	-0.175758144385973	0.260367378434708	0.987387572603948	0.847301793850333	0.954318519769694	0.107828879056814	0.900186806484482	0.260367378434708	0.987387572603948	0.999649727857858	0.000475542887463055	stable
ENSMUSG00000023764	-1.4074205764498	-0.639348566378818	0	0.987293652314259	-2.37658663031298	-1.60850779096182	0.537673831510205	0.80449643375842	0	0.987293652314259	0.999649727857858	0.000479129993163128	stable
ENSMUSG00000029407	0.376550268735638	0.378575967414194	0	0.937236375268695	2.2951561719586	2.29718538684591	0	0.987049661911275	0	0.987049661911275	0.999649727857858	0.000488450334557004	stable
ENSMUSG00000025235	-0.09585514595796	-0.260470950119051	-0.149113729533696	0.986849173718019	-4.19699767914447	-4.36161047204397	-0.14991452732022	0.889810764439559	-0.149113729533696	0.986849173718019	0.999649727857858	0.000496110632472025	stable
ENSMUSG00000039041	-0.536962624712915	-0.120816750361495	0	0.986786521284921	-1.23423546990631	-0.818083603331998	0.364445204537411	0.758555169578321	0	0.986786521284921	0.999649727857858	0.000498504789864635	stable
ENSMUSG00000027620	-0.288412911930675	-0.0997447290672075	0.187576244427291	0.986186886202374	2.42569972575683	2.61437328800718	0.192022125559314	0.686777425300013	0.187576244427291	0.986186886202374	0.999649727857858	0.000521426528854289	stable
ENSMUSG00000031700	-1.4074205764498	-0.0519017445910069	0.32387939823009	0.985937458524646	0.142698303616689	1.49821927083289	1.32728186895101	0.220021122778888	0.32387939823009	0.985937458524646	0.999649727857858	0.000530965292736606	transcription_only
ENSMUSG00000026037	-1.81964541913534	-0.573249510896649	0.285131527435666	0.985908804103196	0.300942545698171	1.54734344441206	1.2488873151753	0.21030098805549	0.285131527435666	0.985908804103196	0.999649727857858	0.000532061266959814	transcription_only
ENSMUSG00000007458	-0.761038820894231	-0.746615830708401	0	0.979204540673096	-0.51360222969112	-0.499175537442079	0	0.985855087750591	0	0.985855087750591	0.999649727857858	0.000534115895677792	stable
ENSMUSG00000024283	-0.496162926098316	-0.489464214385375	0	0.984006169460798	1.2598060351438	1.26651078264934	0	0.985692529271968	0	0.985692529271968	0.999649727857858	0.000540334373698763	stable
ENSMUSG00000040325	0.390583250851857	0.393418028855539	0	0.93516720663222	1.15523803908563	1.15807578592218	0	0.985621303376927	0	0.985621303376927	0.999649727857858	0.000543059357302649	stable
ENSMUSG00000027852	-0.576175746243862	0.156814892151595	0.213946937575969	0.985395419799989	0.954732665906358	1.68772834519381	0.722513396737498	0.342328188107318	0.213946937575969	0.985395419799989	0.999649727857858	0.000551702587829506	stable
ENSMUSG00000020888	-0.163032450636215	-0.171319731492293	0	0.985210082280859	-2.47521388544122	-2.4835003761113	-0.0228311176082787	0.973231144545993	0	0.985210082280859	0.999649727857858	0.000558795840053495	stable
ENSMUSG00000036086	0.858417558260709	0.554160375663808	-0.220925182364958	0.985166920004731	-4.10461373623124	-4.40886319650967	-0.222326576036316	0.883366223309968	-0.220925182364958	0.985166920004731	0.999649727857858	0.000560447941670316	stable
ENSMUSG00000047412	-5.59474150613131	-0.268899554931451	0.755407090993373	0.984941481866248	-0.583194584536367	4.74263158046333	5.33095200219218	0.000263858611455921	0.755407090993373	0.984941481866248	0.999649727857858	0.000569078105013502	transcription_only
ENSMUSG00000022415	-0.845532915124286	-0.402926769093222	0.14558819434037	0.984842653479282	-1.12885944137026	-0.68624735018396	0.424923207846151	0.71965875560364	0.14558819434037	0.984842653479282	0.999649727857858	0.000572862050049242	stable
ENSMUSG00000025949	0.323925007456363	0.460066402148531	0.20594208347817	0.984787909797592	0.96644946777189	1.10259426979352	0.138819543553661	0.853514388332516	0.20594208347817	0.984787909797592	0.999649727857858	0.000574958241640167	stable
ENSMUSG00000025104	0.948246547737029	0.762504236615051	-0.22499648110335	0.984769335374336	-4.37768219942347	-4.56342113656987	-0.228199677551846	0.899788859219831	-0.22499648110335	0.984769335374336	0.999649727857858	0.000575669501789804	stable
ENSMUSG00000037643	-1.6266300461775	-0.335134340108427	0.269761256963037	0.984368867478802	2.65054071670655	3.94204150707113	1.28577183822885	0.0140116159953167	0.269761256963037	0.984368867478802	0.999649727857858	0.000591007661686954	transcription_only
ENSMUSG00000041130	-1.4589404044028	-0.108832620097932	0.326876984769072	0.984277132478304	0.65246547065873	2.0025812805199	1.35225665743215	0.14733784290208	0.326876984769072	0.984277132478304	0.999649727857858	0.000594522045472094	transcription_only
ENSMUSG00000022265	0.900044829149011	1.03574402362287	0.163699398593067	0.984117945921979	2.49659779794048	2.63229911216552	0.138030745201677	0.761497259426556	0.163699398593067	0.984117945921979	0.999649727857858	0.000600621287475738	stable
ENSMUSG00000020745	-0.056357932665001	0.00676524714460988	0.0811442674472573	0.983641971993681	1.22582041136652	1.28894642324546	0.066382012071466	0.891347271348435	0.0811442674472573	0.983641971993681	0.999649727857858	0.000618864142650875	stable
ENSMUSG00000043733	-0.721915004030637	-0.12444550189811	0.157755224726863	0.983632935419112	0.65638354846914	1.25386072433871	0.599931815564042	0.387226295851045	0.157755224726863	0.983632935419112	0.999649727857858	0.000619210576669283	stable
ENSMUSG00000020290	-0.484665811435502	-0.480147511134497	0	0.969827941678536	2.13817954488453	2.14270194333618	0	0.983341298982866	0	0.983341298982866	0.999649727857858	0.000630392715037591	stable
ENSMUSG00000062054	-0.605707109677482	-0.591514632210108	0	0.967585514309262	-0.0420971149915646	-0.0278992100449317	0	0.983163455119975	0	0.983163455119975	0.999649727857858	0.000637213362938697	stable
ENSMUSG00000029475	0.734733284847058	0.730178767696053	0	0.963212106599108	-1.62536456517608	-1.62991795136024	0	0.98303737640287	0	0.98303737640287	0.999649727857858	0.000642049467180752	stable
ENSMUSG00000024096	0.10015069505255	0.097258724349004	-0.592598382323722	0.512178028472937	3.51892215235829	3.51607183788614	0	0.982833455325838	0	0.982833455325838	0.999649727857858	0.000649872747395413	stable
ENSMUSG00000021824	-0.681585095889511	-0.767736244241427	-0.0609470982465989	0.982687984264491	-5.56658656511675	-5.65273833969464	-0.121894197746904	0.909889626134668	-0.0609470982465989	0.982687984264491	0.999649727857858	0.000655454628351101	stable
ENSMUSG00000028333	-0.496162926098316	-0.442717913420658	0.156009454467146	0.982298266666058	0.447357040547754	0.500807459391464	0.0302837341529969	0.943899764154512	0.156009454467146	0.982298266666058	0.999649727857858	0.000670412584462994	stable
ENSMUSG00000038143	-0.308398003830381	-0.341961234014301	0	0.981673779299038	-3.69321468943683	-3.7267770803703	-0.0743078702611939	0.946368901567747	0	0.981673779299038	0.999649727857858	0.000694393740627241	stable
ENSMUSG00000024483	-0.310339890684249	0.230709956727076	0.283765865560383	0.98165474334389	3.11982674496061	3.66088369143923	0.542488018700375	0.113487007845446	0.283765865560383	0.98165474334389	0.999649727857858	0.000695124986527452	stable
ENSMUSG00000023025	-0.0318123169839271	0.0792565602381345	0.175286355232458	0.981447406889817	0.702976635699554	0.814049583323068	0.118963255045539	0.884407733769067	0.175286355232458	0.981447406889817	0.999649727857858	0.000703090513580876	stable
ENSMUSG00000074405	-1.17420410835135	-0.496520727216417	0.184061745126264	0.981405154548009	-0.459916667045462	0.217784884271139	0.673761583301735	0.534476335082623	0.184061745126264	0.981405154548009	0.999649727857858	0.000704713985767658	stable
ENSMUSG00000020100	0.10015069505255	0.0990857016605284	-0.592594724711482	0.544584820899014	1.31718068299164	1.31615767329704	0	0.981110749268402	0	0.981110749268402	0.999649727857858	0.000716027933280467	stable
ENSMUSG00000013646	-0.0601586746420976	0.226725436687414	0	0.980912310567219	-2.09260843949167	-1.80571998206621	0.324585250622903	0.85671840005594	0	0.980912310567219	0.999649727857858	0.000723655816178392	stable
ENSMUSG00000033706	-0.484892771599515	-0.488265858236485	0	0.980854348917843	-1.46602768239013	-1.46939937939104	0	0.96940952314247	0	0.980854348917843	0.999649727857858	0.000725884123736943	stable
ENSMUSG00000046311	-1.4589404044028	-0.12968725181932	0.32685610926184	0.980850655407922	0.492946467110441	1.82220774278278	1.30577139349068	0.180541193642651	0.32685610926184	0.980850655407922	0.999649727857858	0.000726026123401086	transcription_only
ENSMUSG00000034235	0.452162878633234	0.458700380002353	0	0.950198377595215	0.184445015945178	0.190985492418716	0	0.980707572582421	0	0.980707572582421	0.999649727857858	0.000731527457887119	stable
ENSMUSG00000007415	0.719006121377636	0.592433811526403	0	0.980678509097891	-2.11337582622618	-2.23994414162639	-0.133660228543945	0.927775129591897	0	0.980678509097891	0.999649727857858	0.000732645006285336	stable
ENSMUSG00000046861	-1.87151683562334	-0.60311851079371	0.27774614446929	0.980663136892471	1.08836384260174	2.35679285007361	1.26955943881988	0.0887762588153707	0.27774614446929	0.980663136892471	0.999649727857858	0.000733236111344803	transcription_only
ENSMUSG00000027170	-0.44922058784745	-0.326513289800826	0.254777484782835	0.98036678823713	2.21063109304736	2.33334433815238	0.118577570286021	0.826279391023121	0.254777484782835	0.98036678823713	0.999649727857858	0.000744633372258788	stable
ENSMUSG00000031988	-0.0879517551736601	0.0929634902736741	0.246627542788232	0.980260951560893	1.95260886563286	2.13353421685933	0.180008336497536	0.771613376610274	0.246627542788232	0.980260951560893	0.999649727857858	0.000748704575628064	stable
ENSMUSG00000038095	-0.952726285967682	-0.256570733898473	0.194290445998071	0.980246769171827	1.85847403720933	2.55463155901012	0.691322253212447	0.197902883150481	0.194290445998071	0.980246769171827	0.999649727857858	0.000749250160834048	stable
ENSMUSG00000052727	0.315203376173391	0.365730261833761	0.124775302187849	0.980234758869371	-0.614027781192515	-0.563498104922782	0.048298828504775	0.95048576428226	0.124775302187849	0.980234758869371	0.999649727857858	0.000749712193771825	stable
ENSMUSG00000038533	-0.814498365509263	-0.389351800213977	0	0.980166174141226	-0.596479911736996	-0.171330927811936	0.40540659846987	0.704150389245014	0	0.980166174141226	0.999649727857858	0.000752350737332095	stable
ENSMUSG00000020777	0.0130053959620191	0.142559936986091	0.136466020561585	0.979665016447319	2.31331889364215	2.44287735893628	0.126952095213449	0.764761694036563	0.136466020561585	0.979665016447319	0.999649727857858	0.000771636530007003	stable
ENSMUSG00000019866	-0.576175746243862	0.290539047873174	0.213880595389504	0.979622510387621	4.25596157016355	5.12268074228625	0.866205314247744	0.00440811134769396	0.213880595389504	0.979622510387621	0.999649727857858	0.000773272722596914	stable
ENSMUSG00000022849	-0.633113400725544	0.10071659523067	0.215949779775734	0.979493820005646	-1.02534618711535	-0.29151076755831	0.720124643419437	0.613983040788622	0.215949779775734	0.979493820005646	0.999649727857858	0.00077822685504359	stable
ENSMUSG00000035227	0.10015069505255	0.0954466983670367	-0.592602010003361	0.518931699685613	2.65679780220535	2.65213528484834	0	0.97935366617209	0	0.97935366617209	0.999649727857858	0.000783623031039294	stable
ENSMUSG00000004565	-0.282769200658364	-0.193779644454161	0	0.979318008033973	0.992800871273003	1.0817962810761	0.067045035855462	0.911716914288587	0	0.979318008033973	0.999649727857858	0.000784996057058859	stable
ENSMUSG00000034371	-1.4589404044028	-0.106773599601009	0.326879045850646	0.979316781046658	-0.650654184556422	0.701520585147422	1.35033730839337	0.361038038721592	0.326879045850646	0.979316781046658	0.999649727857858	0.000785043303418997	transcription_only
ENSMUSG00000033697	0.48902323770985	0.487681858600335	0	0.899025321797053	-0.15516633512765	-0.15650523405898	0	0.979270454891621	0	0.979270454891621	0.999649727857858	0.000786827181148718	stable
ENSMUSG00000051223	-0.185963886253437	-0.107385029100356	0.0753539327899446	0.978952193364759	2.1675714271443	2.24615361001032	0.0807093668297579	0.838425895517273	0.0753539327899446	0.978952193364759	0.999649727857858	0.000799084735393989	stable
ENSMUSG00000028234	-0.180752047182741	-0.352700619793381	-0.124896845418029	0.978908017519285	-2.837345014999	-3.00929096097041	-0.248992884776722	0.8862585537161	-0.124896845418029	0.978908017519285	0.999649727857858	0.000800786442988505	stable
ENSMUSG00000022305	-1.6266300461775	-0.481975825972607	0.269814468688892	0.978793962834021	0.842746319819893	1.98740775888417	1.12804653546365	0.196224476500015	0.269814468688892	0.978793962834021	0.999649727857858	0.000805180324062554	transcription_only
ENSMUSG00000022412	-0.0597525341172868	0.685641903137525	0.243789183620876	0.978689556780474	-1.15376691412065	-0.40836870930473	0.77153472035889	0.635971307476366	0.243789183620876	0.978689556780474	0.999649727857858	0.000809202946886969	stable
ENSMUSG00000024947	0.122809014741557	0.283265260500897	0.284244700946701	0.978664561332274	1.233712689258	1.39417271658705	0.162965265402047	0.843571635838224	0.284244700946701	0.978664561332274	0.999649727857858	0.00081016605107633	stable
ENSMUSG00000033014	-0.721915004030637	-0.190223026783351	0.157689381358608	0.978583791120743	1.25339654403436	1.78509671854311	0.520471476711974	0.364324626271397	0.157689381358608	0.978583791120743	0.999649727857858	0.000813278391056708	stable
ENSMUSG00000018965	-1.19530432521447	-0.467011136401632	0.213742035224037	0.978578851185199	-0.213190542733793	0.515112219256758	0.720301448402241	0.473007578035519	0.213742035224037	0.978578851185199	0.999649727857858	0.000813468751239018	stable
ENSMUSG00000001100	-0.0121708113603147	0.020028006040105	0	0.978433392025893	0.958997611166486	0.991200715559855	0.0260582613657592	0.957127822665134	0	0.978433392025893	0.999649727857858	0.000819074443838952	stable
ENSMUSG00000024382	-1.4589404044028	0.0313045321015953	0.326817061998497	0.978376490262805	1.04121229323794	2.5314641037184	1.49027361957504	0.0628275021132941	0.326817061998497	0.978376490262805	0.999649727857858	0.000821267545872168	transcription_only
ENSMUSG00000020652	1.33935360303265	0.984720957880131	-0.225580212858009	0.978140962467561	-4.64327647382673	-4.99789898303146	-0.239794416926131	0.887597143572518	-0.225580212858009	0.978140962467561	0.999649727857858	0.000830346591313258	stable
ENSMUSG00000020900	-0.171751499749901	-0.218663826568098	-0.0565034157425615	0.978082200473036	-2.68063436451986	-2.72754596053385	-0.0551020136096234	0.940808886941148	-0.0565034157425615	0.978082200473036	0.999649727857858	0.000832612069468339	stable
ENSMUSG00000045409	1.22106305509489	0.555026355058965	-0.721253326726782	0.977796919708439	-3.75022314831096	-4.41624344215973	-0.730062102690368	0.829344054297896	-0.721253326726782	0.977796919708439	0.999649727857858	0.000843612564512414	stable
