"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000133216",-1.7174912079694,0.664995571094795,-3.78425860675708,0.000960246079569973,0.476228608053738,-1.21847928192898
"ENSG00000239503",1.00705755861281,5.14316133927216,3.78223512047574,0.000965053209840095,0.476228608053738,-0.632944196619856
"ENSG00000266750",1.53794353778168,-0.60493249631289,3.77601622985161,0.000979976219611154,0.476228608053738,-1.26756780529289
"ENSG00000196814",-0.70330990829401,4.72493704250107,-3.76510133313837,0.00100671978872514,0.476228608053738,-0.67202290177573
"ENSG00000268173",1.67385930375113,0.0686927331198281,3.7633911170011,0.0010109748172969,0.476228608053738,-1.13765092118063
"ENSG00000214797",1.74414222585985,1.16320064813563,3.73230753574644,0.00109147177775124,0.483700299284068,-0.954418727644406
"ENSG00000248810",-1.50595567199212,2.62462303946628,-3.73181908018227,0.00109278581748884,0.483700299284068,-0.879680427884542
"ENSG00000206172",1.9498326411178,3.39668872916078,3.72654872573118,0.00110706352802488,0.483700299284068,-0.764727307414312
"ENSG00000279691",1.2200988820551,0.930484433453849,3.72427734995943,0.00111327330255423,0.483700299284068,-1.02293198962279
"ENSG00000271590",-1.76447424516646,0.282258248548448,-3.71911790355263,0.00112750652513769,0.483700299284068,-1.3804388190207
"ENSG00000233220",1.89812351667257,2.00441827434453,3.70767446969861,0.00115971738912479,0.486485158101027,-0.880850870148127
"ENSG00000234238",2.12458586115083,-0.960095968252703,3.69166524045719,0.0012063040913569,0.486485158101027,-1.46066999334722
"ENSG00000234230",1.8722454201781,-1.2270390592615,3.69013576770629,0.00121084999944902,0.486485158101027,-1.51358605668871
"ENSG00000256249",1.30339559914175,2.10869525102344,3.67142195358019,0.00126785385703172,0.486485158101027,-0.953019875908548
"ENSG00000264773",1.13138974022504,2.85448895237186,3.66712121085319,0.00128132251644977,0.486485158101027,-0.911514765160013
"ENSG00000276651",1.68455554272849,0.291851582781055,3.66678314283354,0.00128238718728254,0.486485158101027,-1.24067269476931
"ENSG00000112137",1.42107544870102,6.86688043590424,3.66263128579037,0.00129553365878129,0.486485158101027,-0.897478530535071
"ENSG00000284167",1.92740321855894,0.66419279784208,3.66043937319272,0.00130252746796192,0.486485158101027,-1.16405455066828
"ENSG00000236434",0.964875038221449,2.47224563856166,3.65617273463676,0.00131624772213481,0.486485158101027,-0.960275016026358
"ENSG00000259479",1.86548023287735,-1.17243241267039,3.59920425161733,0.00151362057137409,0.528260703791206,-1.65375560509347
"ENSG00000200013",1.45978543266149,-1.62786734690983,3.59674087465269,0.0015227804371069,0.528260703791206,-1.75779917192149
"ENSG00000273218",1.27426965556369,1.38659738664618,3.59673670526698,0.001522795986616,0.528260703791206,-1.18286132231738
"ENSG00000244649",-1.99903967747919,-0.688682448388619,-3.59576654172507,0.00152641839825682,0.528260703791206,-1.77260436347534
"ENSG00000284669",1.38393329483263,6.94918945471294,3.5866014411569,0.0015610588212655,0.528260703791206,-1.06339368454671
"ENSG00000140941",0.866784112493477,6.22296579005827,3.57005532743885,0.00162555855429139,0.528260703791206,-1.09727912211928
"ENSG00000090520",0.601514829144379,5.17868608547604,3.56828396105347,0.0016326165127816,0.528260703791206,-1.09549440406409
"ENSG00000253408",2.22319201085567,1.21239644066075,3.56191562043138,0.00165823986805977,0.528260703791206,-1.24089257113758
"ENSG00000164949",1.35827138442251,-1.78695486875178,3.55642260109003,0.00168065746277095,0.528260703791206,-1.86359805518625
"ENSG00000229337",1.16590487866565,2.72876729031563,3.55421171803743,0.00168976385616743,0.528260703791206,-1.14580463733245
"ENSG00000198835",1.7844787559058,0.923737011198325,3.54233929330602,0.00173949773948591,0.528260703791206,-1.33454555280402
"ENSG00000226445",-1.85637453435771,-1.30306888666973,-3.53943646626992,0.00175187414618425,0.528260703791206,-1.96835840578156
"ENSG00000278952",1.13855644343228,1.75060444564913,3.53813184620165,0.00175746452360876,0.528260703791206,-1.24812601550764
"ENSG00000248126",-1.6711687125836,-1.25487191583655,-3.53478118598716,0.00177190244915016,0.528260703791206,-1.94794154141408
"ENSG00000270022",1.53143047147835,1.9482494816462,3.52740342043933,0.00180410353388098,0.528260703791206,-1.24578611631567
"ENSG00000162510",1.15058401928986,0.708207967712679,3.52398607309403,0.00181921231826042,0.528260703791206,-1.43948183403541
"ENSG00000215223",-1.59104902852418,-1.44231882762817,-3.51816463020684,0.00184523565760189,0.528260703791206,-2.00905048564961
"ENSG00000272892",1.4983787795521,-0.707611918211252,3.51416411870501,0.00186332972392225,0.528260703791206,-1.72151421780391
"ENSG00000183914",1.89268528062689,0.307052250855915,3.51095616175418,0.0018779643933738,0.528260703791206,-1.47979608265712
"ENSG00000284526",1.25635665975781,0.789890612814132,3.50928988363925,0.00188561023928596,0.528260703791206,-1.43167383118252
"ENSG00000115520",0.652148315547993,5.23244581266488,3.50175987364903,0.00192054359819688,0.528260703791206,-1.23884306530869
"ENSG00000260942",1.11309964549421,1.65467916250049,3.49481290664634,0.00195333279896369,0.528260703791206,-1.34378556921637
"ENSG00000256128",-1.16387526116833,2.62912165777313,-3.48436923954526,0.00200365826184313,0.528260703791206,-1.34002906421829
"ENSG00000225945",1.82140999301857,1.4629341761943,3.48206304403495,0.00201494087142589,0.528260703791206,-1.37049415197402
"ENSG00000225053",-1.68826571709091,-2.00597946812088,-3.48075043816649,0.00202139023537969,0.528260703791206,-2.12686960932016
"ENSG00000263072",-0.613887705198409,3.76120617427053,-3.47744592476753,0.00203771608228015,0.528260703791206,-1.28722538726983
"ENSG00000070182",0.920048342982757,4.0984923990122,3.4728055324729,0.00206085943925053,0.528260703791206,-1.29260192398281
"ENSG00000253736",1.503605572272,2.88688975164185,3.46383622374559,0.00210632269070766,0.528260703791206,-1.32006818651776
"ENSG00000253314",1.9258335904039,-1.81298099070983,3.45970122160384,0.00212761046195699,0.528260703791206,-1.95721506066148
"ENSG00000266412",0.76574744867451,8.54933053580322,3.45676120267128,0.00214287386443161,0.528260703791206,-1.34594672015809
"ENSG00000263800",1.69081700312457,-0.5968162813636,3.45235021194382,0.00216597466747214,0.528260703791206,-1.76974005043724
"ENSG00000263826",0.91803502605066,1.81823595507554,3.44823086096284,0.0021877675333491,0.528260703791206,-1.42162704203618
"ENSG00000272768",1.35273192750425,2.06965574116645,3.44579265039882,0.00220076722300773,0.528260703791206,-1.394083813376
"ENSG00000275709",1.98799747182392,-0.972738746493457,3.44082908278405,0.00222746458886624,0.528260703791206,-1.82810803237186
"ENSG00000253519",1.35778038205344,0.249661705674338,3.43878096254435,0.0022385726111665,0.528260703791206,-1.65346705225585
"ENSG00000163993",1.5648884372004,2.37920085168979,3.43198654024335,0.0022758106996028,0.528260703791206,-1.40489222301427
"ENSG00000126603",1.57210619605582,-1.49729561130571,3.43023430812882,0.00228551172649402,0.528260703791206,-1.9760583997405
"ENSG00000155886",-1.4953358447457,-1.4325228171294,-3.42788912171441,0.0022985587156707,0.528260703791206,-2.12707694601376
"ENSG00000236300",1.61719914096764,-1.7439637516542,3.42487849007624,0.00231541430324092,0.528260703791206,-2.02112715002929
"ENSG00000250127",1.75126644385267,-2.30294507178593,3.42452701970178,0.0023173899166251,0.528260703791206,-2.10474077071263
"ENSG00000279719",1.97829564617622,-0.235859373133333,3.41078932795574,0.00239591039504888,0.528260703791206,-1.74287969442334
"ENSG00000264733",1.18003599866889,1.48651019272263,3.40997784778378,0.0024006288263561,0.528260703791206,-1.52147208644103
"ENSG00000280228",1.87561595698738,1.20684552757995,3.40583667551571,0.00242484948077897,0.528260703791206,-1.54386568537227
"ENSG00000241721",1.54377578560129,1.54933270674321,3.40511306840096,0.00242910604674657,0.528260703791206,-1.51618857436205
"ENSG00000145979",0.883287654185613,4.66786862032906,3.40022269896329,0.00245806478573402,0.528260703791206,-1.45011235469009
"ENSG00000249870",1.52090467378316,1.43802943377179,3.40003494491308,0.00245918326686964,0.528260703791206,-1.53855771674191
"ENSG00000212930",1.67724371834553,-1.11363192447522,3.39925051078684,0.00246386163375205,0.528260703791206,-1.94978298355632
"ENSG00000213090",-0.977327712160622,1.88285835164363,-3.39270792431655,0.00250322088076658,0.528260703791206,-1.58934546035828
"ENSG00000155966",0.961287787714471,3.55371739286132,3.38917705896567,0.00252471583118872,0.528260703791206,-1.4658993128793
"ENSG00000266852",1.65516471676624,0.243449348017496,3.38347663205191,0.00255979843442922,0.528260703791206,-1.73159889048908
"ENSG00000124942",-0.562801341301615,12.6988557308658,-3.38281014339243,0.00256393112847663,0.528260703791206,-1.49589320780341
"ENSG00000228918",1.85984534867785,-1.37479202509854,3.37899353045801,0.00258772221070357,0.528260703791206,-2.01340238067696
"ENSG00000264204",1.1359021893665,2.73102815833364,3.37659917211233,0.00260275716121459,0.528260703791206,-1.5031498011358
"ENSG00000063322",0.81110158914711,6.05631345903425,3.3741798817239,0.0026180350351871,0.528260703791206,-1.51800158244051
"ENSG00000173421",1.23204449774317,1.85374548047748,3.36378191179483,0.00268469822648658,0.528260703791206,-1.5727708965301
"ENSG00000143479",1.5125745076597,1.44953741318233,3.36375104815102,0.00268489853664729,0.528260703791206,-1.59981017334281
"ENSG00000285925",2.16652747924448,-1.05353732601335,3.36236003671768,0.00269394154549364,0.528260703791206,-1.96623531484049
"ENSG00000105011",1.22692341880866,2.49189415979915,3.36072154125455,0.00270463147545448,0.528260703791206,-1.54220170635364
"ENSG00000267213",1.45349575860927,-0.00881527373770893,3.34633832307969,0.00280025927471289,0.542527651739535,-1.83142506274521
"ENSG00000227117",1.09468499297684,1.03920442778416,3.34011632713194,0.00284263827237179,0.54633233484368,-1.69907942795984
"ENSG00000140932",1.33201363017946,3.21671197926322,3.3342115489832,0.00288343297474946,0.549774553852231,-1.57925674360672
"ENSG00000205309",0.865423588639265,1.74721823985096,3.32656791145314,0.00293708695331136,0.555595094223244,-1.66320680381501
"ENSG00000262420",1.31549516843964,3.26733844775486,3.32207171556822,0.0029690995865522,0.557262878651015,-1.60366142648243
"ENSG00000240211",1.50066108530182,-0.876654947583719,3.31824035642461,0.00299664594022136,0.558073039285875,-2.04156479733081
"ENSG00000270802",1.37981805739578,0.215277149527381,3.30967937974854,0.00305909698483377,0.565321122797281,-1.8702001273897
"ENSG00000206573",0.599630436481189,5.5426995267207,3.30579351094994,0.00308785918712103,0.56628037489615,-1.65915260814769
"ENSG00000287913",1.63152792224655,2.28440969589028,3.29807536244433,0.00314576770801069,0.568652148887507,-1.6679972780553
"ENSG00000286887",1.04791000189877,1.00780276761778,3.29776311474997,0.00314813252589238,0.568652148887507,-1.7832310126363
"ENSG00000272192",1.83327062857644,-0.298666228977774,3.2920573091521,0.003191650729545,0.572210575571561,-1.95964519184269
"ENSG00000243469",1.64234557815172,-1.75920648073062,3.27661362442276,0.00331238865857383,0.583027943006478,-2.22357603620386
"ENSG00000285280",0.857279907636797,2.54341028736718,3.27595193638889,0.00331765947992522,0.583027943006478,-1.70981574431653
"ENSG00000104972",-0.725906815293603,5.11670076592297,-3.27406352077107,0.00333274684529175,0.583027943006478,-1.71473106927254
"ENSG00000182118",-1.58845687230738,0.0462150927540906,-3.27203078486344,0.00334906161067657,0.583027943006478,-2.1104451971541
"ENSG00000224553",-1.50158664417847,-0.590274077093126,-3.25334336077953,0.00350272065671733,0.605391086740843,-2.22828517682195
"ENSG00000180409",1.11810336018117,0.911857384034926,3.24799025011874,0.0035479817674918,0.605783344248471,-1.88156351021991
"ENSG00000107438",0.575088140146491,4.17062976366386,3.24711665060018,0.00355542172573403,0.605783344248471,-1.7616875929626
"ENSG00000092841",0.482548997082229,6.90937028078622,3.23907496138366,0.00362462197056554,0.613224776203285,-1.80903799777922
"ENSG00000172927",1.57594398662632,0.618766854868477,3.23140040378252,0.00369187840222706,0.614726740850642,-1.94194987087961
"ENSG00000258082",1.8258676593799,4.79302116636173,3.2301960165966,0.00370254222486943,0.614726740850642,-1.81104353502305
"ENSG00000245059",1.92405196223317,-0.806792538291954,3.2214901125678,0.00378051730637558,0.614726740850642,-2.15101497674249
"ENSG00000162526",1.36251686785728,-0.0866055420607584,3.21941116858025,0.00379937130170244,0.614726740850642,-2.06721544375352
"ENSG00000108829",0.537941585808646,5.32890376004194,3.21427335072463,0.00384635744125392,0.614726740850642,-1.84889686207374
"ENSG00000170364",-0.485623348052358,4.22225614497468,-3.21374258744853,0.00385124327262958,0.614726740850642,-1.82683315753778
"ENSG00000175611",-0.61631514230679,3.35126713581342,-3.21273921228205,0.00386049604537262,0.614726740850642,-1.82626404568608
"ENSG00000224802",-1.41366573524654,-1.40825147577089,-3.20667920908359,0.00391683813877924,0.614726740850642,-2.40257900623316
"ENSG00000185022",1.38596063830714,6.43764410489165,3.20631640921761,0.00392023634003877,0.614726740850642,-1.87676685330168
"ENSG00000173451",1.12422507351741,2.44185828890829,3.19996849332462,0.00398015820124987,0.614726740850642,-1.85828256089083
"ENSG00000164304",1.54000940002631,-0.343986510967443,3.19619218587952,0.00401622423826146,0.614726740850642,-2.13323639173638
"ENSG00000286760",1.54960153533024,2.28193074186765,3.18878876598309,0.00408785052875301,0.614726740850642,-1.88177393982599
"ENSG00000276213",1.6081527366885,-2.14020437683449,3.18866968356338,0.00408901265210761,0.614726740850642,-2.40081388552998
"ENSG00000236735",-1.73569550446745,-1.05387097339491,-3.18585324552493,0.00411659149351986,0.614726740850642,-2.40302367927179
"ENSG00000267385",1.73063528635005,0.0495742646832737,3.18492647486117,0.00412570576975106,0.614726740850642,-2.0813715502104
"ENSG00000278487",1.18954604016416,-0.556921628235001,3.18217627279982,0.00415286742743264,0.614726740850642,-2.21010882365738
"ENSG00000124191",0.990212746664085,1.58053698730441,3.17827394675164,0.00419170445199756,0.614726740850642,-1.94570805364444
"ENSG00000034713",0.55333956723873,5.41702643688761,3.1776586280347,0.00419786021342535,0.614726740850642,-1.92686409134276
"ENSG00000269894",1.43742523548543,-1.22747393474316,3.17240231367553,0.00425080249629555,0.614726740850642,-2.31358743293902
"ENSG00000233654",-1.50707703504297,-0.684458381997188,-3.17214671788708,0.00425339326602481,0.614726740850642,-2.3414640999667
"ENSG00000287812",2.44587246031633,2.47062030822986,3.17178177352981,0.00425709505816646,0.614726740850642,-1.90845150738861
"ENSG00000159388",0.988636524027951,9.20413316575825,3.16933295083943,0.00428201516441733,0.614726740850642,-1.95790319196136
"ENSG00000179564",1.41810440789565,-0.502563035825011,3.16644046284439,0.00431163167239853,0.614726740850642,-2.21051200726152
"ENSG00000279601",1.98098831549911,-1.29301412713614,3.16581948475869,0.00431801567921768,0.614726740850642,-2.292820202954
"ENSG00000173391",1.44821867065852,0.64871145363317,3.15803202221431,0.00439885417481468,0.614726740850642,-2.05632755430858
"ENSG00000220205",0.516472796050709,6.26146964393782,3.15785427097852,0.00440071628647932,0.614726740850642,-1.97655836349292
"ENSG00000260369",1.58617698067913,-1.01566402370009,3.15763692409085,0.00440299423394909,0.614726740850642,-2.29178904817286
"ENSG00000105501",1.57178716446784,1.26756198823689,3.15478191851434,0.00443302256249397,0.614726740850642,-1.99933417372181
"ENSG00000172115",0.782361664719518,5.39767591868826,3.15101335560821,0.00447296226700147,0.614726740850642,-1.98287830701298
"ENSG00000230982",-0.640575834945648,2.76677562005289,-3.1414160202334,0.00457625041451976,0.614726740850642,-1.97706737720505
"ENSG00000251127",1.60574710042643,1.9089437032146,3.14015235407457,0.00459002044033603,0.614726740850642,-1.98986799294966
"ENSG00000079156",1.41236280685938,-0.836258341807702,3.13670526124803,0.00462778652364756,0.614726740850642,-2.31318637438157
"ENSG00000264769",1.11589881949663,2.05789627502562,3.1360071791626,0.00463547106366944,0.614726740850642,-1.99366658634278
"ENSG00000198417",-1.52787548849931,0.103659015451358,-3.13598473561546,0.00463571832799022,0.614726740850642,-2.29255104996636
"ENSG00000229996",-1.75172500387882,-1.03803697254865,-3.13393445049288,0.00465836039816264,0.614726740850642,-2.46411942686518
"ENSG00000243267",-1.70908439461072,-0.0594584647255219,-3.12769394357168,0.00472793481483206,0.614726740850642,-2.34425869969597
"ENSG00000236863",0.851300577829415,4.11338587863479,3.12420550157771,0.00476726230405138,0.614726740850642,-2.01506412373818
"ENSG00000258500",-1.39536676880084,-1.12342793497398,-3.12371484369933,0.0047728190434688,0.614726740850642,-2.47775047419214
"ENSG00000267321",0.835444732645841,1.9477134243469,3.12216721755079,0.00479038696298612,0.614726740850642,-2.02722937308006
"ENSG00000215301",0.550427172621379,10.0867689413287,3.12065198728066,0.00480764751142615,0.614726740850642,-2.05816535578239
"ENSG00000169976",0.604082590959115,3.74897362784522,3.11717197289392,0.0048475168432132,0.614726740850642,-2.02072539397691
"ENSG00000276070",1.98792479774541,1.15885658706069,3.11449610050065,0.00487838987882875,0.614726740850642,-2.08458588314157
"ENSG00000184047",0.704243173773795,4.91303114146556,3.1122168703734,0.00490483595861913,0.614726740850642,-2.05524254091148
"ENSG00000180815",1.7033161249544,1.40552700249455,3.11176228178803,0.0049101270802558,0.614726740850642,-2.06887304082013
"ENSG00000241400",-1.43684573923502,0.0782542976012377,-3.11094544771627,0.00491964832895763,0.614726740850642,-2.33698582390702
"ENSG00000169241",0.53008500134522,3.68798376379492,3.11087585257342,0.00492046037134409,0.614726740850642,-2.03226547979533
"ENSG00000137460",1.25361335564273,2.1414858469611,3.10778424499376,0.00495666408025523,0.614726740850642,-2.04303446320397
"ENSG00000282386",1.22508687251283,-0.345794646854714,3.10406705537365,0.0050005333216501,0.614726740850642,-2.29054159657115
"ENSG00000174628",-1.24482652917895,-0.375271841948821,-3.09820134014093,0.00507052035633277,0.614726740850642,-2.41535646352932
"ENSG00000279520",1.13459910430715,5.63116344982996,3.09580826325567,0.00509934350693497,0.614726740850642,-2.1011104272224
"ENSG00000158023",0.884443929270587,1.72213267490169,3.09416858372459,0.0051191834392645,0.614726740850642,-2.09193209093023
"ENSG00000213190",0.758332480457915,5.78819962905696,3.09320136763309,0.00513092146344191,0.614726740850642,-2.10766217546324
"ENSG00000234832",1.42025045960443,1.22286380345265,3.09319279311582,0.00513102563857116,0.614726740850642,-2.11606141235673
"ENSG00000260339",1.48294268658014,-1.24750083122235,3.09198608548815,0.00514570671881888,0.614726740850642,-2.42656556124288
"ENSG00000111261",1.67724634312952,0.865565212283608,3.0897801444012,0.00517264927914019,0.614726740850642,-2.15616186334747
"ENSG00000162747",1.58347953949489,8.58848398569503,3.08953873766206,0.00517560596180501,0.614726740850642,-2.12534228981734
"ENSG00000261592",1.14300835790173,2.84787223148233,3.08771897158949,0.00519794635249368,0.614726740850642,-2.07195305812894
"ENSG00000122882",0.489474522437119,5.8399365828475,3.08291237983721,0.00525740171726489,0.614726740850642,-2.12723441373744
"ENSG00000266677",1.02475287753635,1.20747686201207,3.0818829477085,0.00527022013453858,0.614726740850642,-2.14697729281112
"ENSG00000270019",1.66619662008688,1.93411626760996,3.07905502730456,0.00530558814218705,0.614726740850642,-2.10010327380649
"ENSG00000230013",2.51818599989201,1.36485557462018,3.07745240440554,0.0053257329453058,0.614726740850642,-2.1208581006385
"ENSG00000253819",1.42193933308452,-1.6745116371169,3.07355251289874,0.00537506199209132,0.614726740850642,-2.50885434101212
"ENSG00000214787",-0.805403625057136,3.75512632020002,-3.0724050294656,0.00538965978310557,0.614726740850642,-2.1038309581963
"ENSG00000184292",1.53682193492685,0.123771049568695,3.07160114200442,0.00539990919672321,0.614726740850642,-2.26876209778334
"ENSG00000286236",1.35053620094407,2.62479514685922,3.07137557579727,0.00540278848924026,0.614726740850642,-2.10402742418912
"ENSG00000207392",1.43470747801666,-2.51051053794968,3.06941675490607,0.00542785446965616,0.614726740850642,-2.60584522301812
"ENSG00000231881",1.10495109379008,1.09148966066597,3.06576150982887,0.00547492800616391,0.614726740850642,-2.18531731216384
"ENSG00000206418",-0.61941919512264,3.38498506483007,-3.06351673032387,0.0055040313392522,0.614726740850642,-2.11917520651123
"ENSG00000261407",2.03519754176537,0.745052081724131,3.06082437459727,0.00553913362464746,0.614726740850642,-2.19840012900417
"ENSG00000245025",-0.674434362933313,2.19366060828177,-3.05960874362759,0.00555505314674187,0.614726740850642,-2.1536945697834
"ENSG00000278876",1.52618788486273,0.568300715690827,3.05688370723879,0.00559089929528719,0.614726740850642,-2.23624495283067
"ENSG00000249098",1.02403507013519,-0.399878806785915,3.05539126697061,0.00561062551607682,0.614726740850642,-2.38857000402751
"ENSG00000223969",1.3692529606722,1.78372861407207,3.05525889428517,0.00561237836791849,0.614726740850642,-2.15217607894758
"ENSG00000198208",0.551836423870486,2.84809972903492,3.05470629363615,0.00561970147717757,0.614726740850642,-2.13632921358444
"ENSG00000261242",1.44004625512517,-1.06241545800713,3.05412900558417,0.00562736155172055,0.614726740850642,-2.44730317838774
"ENSG00000059915",1.25323781787317,5.07002889672387,3.05075809770545,0.00567229107684563,0.614726740850642,-2.18659352397769
"ENSG00000279602",0.960145390907285,3.82614043703909,3.05004401449601,0.0056818529538404,0.614726740850642,-2.16002876633255
"ENSG00000265451",1.03047051711503,0.48184973329074,3.04997811905678,0.0056827361017146,0.614726740850642,-2.27847399310263
"ENSG00000197019",1.03118775014414,3.80507852903379,3.04770199842295,0.00571332233857337,0.614726740850642,-2.16398964333253
"ENSG00000104804",1.85069431996193,3.27795124430066,3.04759264361383,0.00571479580975409,0.614726740850642,-2.15676834865594
"ENSG00000257084",1.65261676725234,-1.45200999108515,3.04329333211462,0.00577301584066556,0.614726740850642,-2.51209547475468
"ENSG00000131203",1.86211392306385,-0.853320219719879,3.04235763968098,0.00578576198336859,0.614726740850642,-2.43105321735865
"ENSG00000287697",1.09602603399129,2.09585992952675,3.04181438581893,0.00579317466505215,0.614726740850642,-2.16916505820287
"ENSG00000205269",-0.568557701767582,5.23859283369359,-3.04122265974024,0.00580125912565252,0.614726740850642,-2.19947159379775
"ENSG00000250274",1.52247235288503,2.49954136228678,3.03716980651194,0.00585692317649278,0.614726740850642,-2.17054678151787
"ENSG00000002726",2.08701405557075,-0.81505119884703,3.03618021362613,0.00587059246805425,0.614726740850642,-2.42326402327447
"ENSG00000259874",2.08660181734595,-0.300122551202502,3.03521968531635,0.00588388957838061,0.614726740850642,-2.36450816790125
"ENSG00000187144",0.729921454481308,4.00130002284479,3.0347326297262,0.00589064319447425,0.614726740850642,-2.19272714601508
